Link,Title_x,Release_Date,ViewRating_x,Runtime_x,Genres_x,Description_x,Title_y,ViewRating_y,Genres_y,Budget,DomesticGross,WorldwideGross,Description_y,Keywords,Runtime_y
/title/tt12704620/,Crown Hunt,, , ,"Crime, Mystery","During the Korean War, soldiers unearth the ancient Korean Silla Dynasty crown jewels. Psychopathic killers steal them. Harriett, eccentric detective, and Don, track the killers across Virginia and Korea to recover the treasure.",,,,,,,,,
/title/tt1160419/,Dune,(2021),PG-13,155 min,"Action, Adventure, Drama","Feature adaptation of Frank Herbert's science fiction novel, about the son of a noble family entrusted with the protection of the most valuable asset and most vital element in the galaxy.",,,,,,,,,
/title/tt13069986/,After We Fell,(2021),R,98 min,Drama,"Just as Tessa makes the biggest decision of her life, everything changes. Revelations about her family, and then Hardin's, throw everything they knew before in doubt and makes their hard-won future together more difficult to claim.",,,,,,,,,
/title/tt3228774/,Cruella,(2021),PG-13,134 min,"Adventure, Comedy, Crime",A live-action prequel feature film following a young Cruella de Vil.,,,,,,,,,
/title/tt6654210/,Infinite,(2021),PG-13,106 min,"Action, Sci-Fi, Thriller",A man discovers that his hallucinations are actually visions from past lives.,,,,,,,,,
/title/tt8150814/,There's Someone Inside Your House,(2021),TV-MA,96 min,"Horror, Mystery, Thriller","The graduating class at Osborne High is being targeted by a masked assailant, intent on exposing the darkest secret of each victim, and only a group of misfit outsiders can stop the killings.",,,,,,,,,
/title/tt6566576/,Fear Street: Part One - 1994,(2021),R,107 min,"Drama, Horror, Mystery",A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.,,,,,,,,,
/title/tt8893974/,Passing,(I) (2021),PG-13,98 min,Drama,"""Passing"" follows the unexpected reunion of two high school friends, whose renewed acquaintance ignites a mutual obsession that threatens both of their carefully constructed realities.",,,,,,,,,
/title/tt10293406/,The Power of the Dog,(2021),R,126 min,"Drama, Romance, Western","Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.",,,,,,,,,
/title/tt13056008/,No One Gets Out Alive,(2021),R,85 min,"Drama, Horror, Mystery","An immigrant in search of the American dream who, after being forced to take a room in a boarding house, finds herself in a nightmare she can't escape.",,,,,,,,,
/title/tt3215824/,Those Who Wish Me Dead,(2021),R,100 min,"Action, Crime, Drama",A teenage murder witness finds himself pursued by twin assassins in the Montana wilderness with a survival expert tasked with protecting him -- and a forest fire threatening to consume them all.,,,,,,,,,
/title/tt2076822/,Chaos Walking,(2021),PG-13,109 min,"Action, Adventure, Fantasy",Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality where all thoughts are seen and heard by everyone.,,,,,,,,,
/title/tt9701940/,Fear Street: Part Two - 1978,(2021),R,109 min,"Drama, Horror, Mystery","Shadyside, 1978. School's out for summer and the activities at Camp Nightwing are about to begin. But when another Shadysider is possessed with the urge to kill, the fun in the sun becomes a gruesome fight for survival.",,,,,,,,,
/title/tt10521144/,Nightbooks,(2021),TV-PG,103 min,"Family, Fantasy, Horror","Follows Alex, a boy obsessed with scary stories who is imprisoned by an evil young witch in her contemporary New York City apartment.",,,,,,,,,
/title/tt7740496/,Nightmare Alley,(2021),R,139 min,"Action, Crime, Drama",An ambitious carny with a talent for manipulating people with a few well-chosen words hooks up with a female psychiatrist who is even more dangerous than he is.,,,,,,,,,
/title/tt9100054/,The Lost Daughter,(2021),R,121 min,Drama,A woman's beach vacation takes a dark turn when she begins to confront the troubles of her past.,,,,,,,,,
/title/tt10962368/,Things Heard & Seen,(2021),TV-MA,121 min,"Drama, Horror, Mystery","An artist relocates to the Hudson Valley and begins to suspect that her marriage has a sinister darkness, one that rivals her new home's history.",,,,,,,,,
/title/tt4479380/,SAS: Red Notice,(2021),R,124 min,"Action, Thriller",A small army of well trained criminals led by Grace Lewis have hijacked a train deep beneath the English Channel.,,,,,,,,,
/title/tt9130508/,Cherry,(I) (2021),R,142 min,"Crime, Drama","Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.",,,,,,,,,
/title/tt9701942/,Fear Street: Part Three - 1666,(2021),R,114 min,"Horror, Mystery",The origins of Sarah Fier's curse are finally revealed as history comes full circle on a night that changes the lives of Shadysiders forever.,,,,,,,,,
/title/tt6111574/,The Woman in the Window,(2021),R,100 min,"Crime, Drama, Mystery","An agoraphobic woman living alone in New York begins spying on her new neighbors, only to witness a disturbing act of violence.",,,,,,,,,
/title/tt11657662/,The Witcher: Nightmare of the Wolf,(2021),TV-MA,83 min,"Animation, Action, Adventure","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",,,,,,,,,
/title/tt1893273/,The Last Letter from Your Lover,(2021),TV-MA,110 min,"Drama, Romance",A pair of interwoven stories set in the past and present follow an ambitious journalist determined to solve the mystery of a forbidden love affair at the center of a trove of secret love letters from 1965.,,,,,,,,,
/title/tt0499097/,Without Remorse,(II) (2021),R,109 min,"Action, Thriller, War","An elite Navy SEAL, goes on a path to avenge his wife's murder only to find himself inside of a larger conspiracy.",,,,,,,,,
/title/tt9471660/,Fever Dream,(2021),R,93 min,"Drama, Horror, Mystery","It will tell the haunting story of broken souls, toxins, looming environmental and spiritual catastrophes, and the ties that bind a parent to a child.",,,,,,,,,
/title/tt8482584/,12 Mighty Orphans,(2021),PG-13,118 min,"History, Sport","Haunted by his mysterious past, a devoted high school football coach leads a scrawny team of orphans to the state championship during the Great Depression and inspires a broken nation along the way.",,,,,,,,,
/title/tt12229370/,Mothering Sunday,(2021),R,104 min,"Drama, Romance",A maid living in post-World War I England secretly plans to meet with the man she loves before he leaves to marry another woman.,,,,,,,,,
/title/tt6432466/,Moxie,(2021),PG-13,111 min,"Comedy, Drama, Music","Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",,,,,,,,,
/title/tt12783454/,The Kissing Booth 3,(2021),TV-14,112 min,"Comedy, Romance","It's the summer before Elle Evans is set to head off to college, and she has a big decision to make.",,,,,,,,,
/title/tt6571548/,The White Tiger,(2021),R,125 min,"Crime, Drama",An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,,,,,,,,,
/title/tt11698662/,Sounds Like Love,(2021),TV-MA,110 min,"Comedy, Music, Romance","Fashion assistant Maca has just about got her life together after a devastating breakup, when Leo, the man who broke her heart returns. Seeking support from best friends, Adriana and Jime, all three will learn love can be complicated.",,,,,,,,,
/title/tt10505316/,Lost Illusions,(2021), ,149 min,"Drama, History","An adaptation of Honoré de Balzac's novel ""Lost Illusions"".",,,,,,,,,
/title/tt10451312/,The Marco Effect,(2021),Not Rated,125 min,"Crime, Thriller","One day Marco discovers a dead man. After learning that Marco may have invaluable information, Commissioner Mørck is determined to find and rescue him.",,,,,,,,,
/title/tt3696180/,The Forgiven,(III) (2021), ,117 min,Drama,"The Forgiven takes place over a weekend in the High Atlas Mountains of Morocco, and explores the reverberations of a random accident on the lives of both the local Muslims, and Western visitors to a house party in a grand villa.",,,,,,,,,
/title/tt12851396/,Trollhunters: Rise of the Titans,(2021),TV-Y7,104 min,"Animation, Action, Adventure",The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.,,,,,,,,,
/title/tt12299824/,JJ+E,(2021),TV-14,90 min,"Drama, Romance","Two youngsters are raised in the same city, yet they live light years apart, separated economically, socially and culturally. That is until the day they start in the same high school class.",,,,,,,,,
/title/tt8521736/,Flora & Ulysses,(2021),PG,95 min,"Adventure, Comedy, Family","When Flora rescues a squirrel she names Ulysses, she is amazed to discover he possesses unique superhero powers, which take them on an adventure of humorous complications that ultimately change Flora's life and her outlook forever.",,,,,,,,,
/title/tt9110904/,Three Floors,(2021), ,119 min,"Comedy, Drama",The story of three families living in three apartments in the same bourgeois condominium.,,,,,,,,,
/title/tt15204288/,Confessions of an Invisible Girl,(2021),TV-PG,91 min,"Comedy, Drama","When the clever but socially-awkward Tetê joins a new school, she'll do anything to fit in. But the queen bee among her classmates has other ideas.",,,,,,,,,
/title/tt13304948/,Bram Stoker's Van Helsing,(2021), ,85 min,Horror,"When his fiancée Lucy falls victim to a mysterious illness, Arthur Holmwood turns to a former rival in her affections - Dr John Seward - for help. Seward calls in his mentor, Professor Van Helsing, who quickly uncovers a terrifying truth.",,,,,,,,,
/title/tt12847812/,Everything Went Fine,(2021), ,113 min,Drama,"When André, 85, has a stroke, Emmanuelle hurries to her father's bedside. Sick and half-paralyzed in his hospital bed, he asks Emmanuelle to help him end his life. But how can you honor such a request when it's your own father?",,,,,,,,,
/title/tt11540284/,8-Bit Christmas,(2021),PG, ,"Comedy, Family, Fantasy","In 1980s Chicago, a ten-year-old sets out on a quest to get the Christmas gift of his generation - the latest and greatest video game system.",,,,,,,,,
/title/tt11777920/,Dogtanian and the Three Muskehounds,(2021), ,84 min,Animation,"Dogtanian is a young swordsman who dreams of joining the legendary Muskehounds. After proving his skills and earning their trust, he and the Muskehounds must defend the King from the evil Cardinal Richelieu's secret plot to seize power.",,,,,,,,,
/title/tt3301314/,Dr. Bird's Advice for Sad Poets,(2021),R,109 min,"Comedy, Drama, Mystery","In the emotionally charged, wild and humorous world of sixteen year old James Whitman, we see his struggle to overcome anxiety and depression by seeking advice from Dr. Bird - an imaginary pigeon therapist - in the wake of his sister's disappearance.",,,,,,,,,
/title/tt11681056/,Natural Light,(2021), ,103 min,Drama,,,,,,,,,,
/title/tt14599938/,Sweet & Sour,(2021),TV-14,101 min,"Comedy, Romance","Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive.",,,,,,,,,
/title/tt5738280/,Dutch,(2021),R,109 min,Action,"For Dutch, survival is the ultimate score, and power is the deadliest high of all. When he gains control of an African drug lord's stolen heroin business, Dutch quickly makes it the most feared drug empire on the East Coast.",,,,,,,,,
/title/tt10644372/,Lone Wolf,(I) (2021), ,103 min,"Drama, Sci-Fi, Thriller",,,,,,,,,,
/title/tt11636880/,Omerta 12/6,(2021), ,114 min,"Action, Thriller",,,,,,,,,,
/title/tt3804810/,Even Mice Belong in Heaven,(2021), ,80 min,"Animation, Adventure, Comedy",,,,,,,,,,
/title/tt13387422/,"Vengeance Is Mine, All Others Pay Cash",(2021),TV-MA,114 min,"Action, Comedy, Drama","In a society ruled by machismo, a hibernating ""bird"" becomes a serious matter. In a life of brutality, the sleeping bird is an allegory for a peaceful and serene life, even when the whole world tries desperately to rouse it.",,,,,,,,,
/title/tt13873302/,Against the Ice,(2021), , ,"Adventure, Drama, History",,,,,,,,,,
/title/tt13269616/,As in Heaven,(2021), ,86 min,Drama,"On a farm in the late 1800s an intense waiting begins when a mother goes into a complicated labour, and 14-year-old Lise must prepare herself for a night that may change her life forever.",,,,,,,,,
/title/tt10510280/,School's Out Forever,(2021), ,105 min,"Comedy, Drama, Horror",A 15-year old flees to his school after an apocalyptic event.,,,,,,,,,
/title/tt5280052/,Simone,(2021), ,116 min,"Romance, Thriller","A mysterious, erotic and haunting love story between a writer/professor at Puerto Rico's leading University and an aspiring artist from the immigrant Chinese community.",,,,,,,,,
/title/tt10196108/,Eugénie Grandet,(2021), ,103 min,Drama,,,,,,,,,,
/title/tt13289298/,At the Mountains of Madness,(2021), ,69 min,"Horror, Thriller",A group of scientists studying climate change discover untold horrors on a disastrous expedition to the Antarctic in September 1992. Inspired by the H.P. Lovecraft short story.,,,,,,,,,
/title/tt14236064/,We Couldn't Become Adults,(2021),TV-MA,124 min,"Drama, Romance","Prodded by a friend request, a forty-something recalls his past relationships from the 90s onward, looking for his vanished hopes and dreams.",,,,,,,,,
/title/tt4853244/,Rickshaw Girl,(2021), ,102 min,Family,A Bangladeshi girl bravely attempts to help her struggling family by disguising herself as a boy and driving her father's prized rickshaw for much needed extra money. Based on the acclaimed middle-grade novel by Mitali Perkins.,,,,,,,,,
/title/tt13514232/,The Blood of Wolves II,(2021), ,149 min,Crime,,,,,,,,,,
/title/tt10540510/,Inu-oh,(2021), ,98 min,"Animation, Fantasy, Music","A fictionalized depiction of the life of Inu-oh (""King Dog""), a 14th-century Japanese performer of music drama at the time of its transition from the folk art of sarugaku (""monkey music"") into the formalized traditions of Noh and kyôgen.",,,,,,,,,
/title/tt15310274/,Alice in Panchalinadu,(2021), ,108 min,Thriller,"The movie revolves around the life of Alice, a resident of Delhi, after she visits her ancestral home in Pachalinadu, an infamous village in Idukki known as the hub for robberies.",,,,,,,,,
/title/tt8170712/,Redeemed,(2021),TV-MA,80 min,"Drama, Family",,,,,,,,,,
/title/tt13287528/,The Seeding,(2021), , ,Horror,The 1st film in a horror trilogy based on the book from AB Gibson.,,,,,,,,,
/title/tt11936782/,Geez & Ann,(2021),TV-14,105 min,"Drama, Romance",They first met at an alumni event. The first meeting was very memorable for the dreamer Ann and the mysterious Geez.,,,,,,,,,
/title/tt9803454/,Candela,(2021), ,93 min,"Drama, Thriller","The lives of three strangers -A high society girl, a lonely lieutenant and a drag queen cabaret performer- intertwine on the eve of a hurricane following the mysterious death of a young poet and drug dealer.",,,,,,,,,
/title/tt14749948/,My Sunny Maad,(2021), ,85 min,"Animation, Drama",,,,,,,,,,
/title/tt14966368/,The Show Must Go On,(II) (2021), ,88 min,Documentary,"5 individuals share how the world of cinema changed their lives until film was deemed obsolete. 10 years later, their friendship, the movie industry and the entire world would be forever altered yet again but now by a deadly pandemic.",,,,,,,,,
/title/tt13528562/,Asakusa Kid,(2021), ,122 min,"Biography, Drama","Before he hit it big, Takeshi Kitano got his start apprenticing with comedy legend Fukami of Asakusa. But as his star rises, his mentor's declines.",,,,,,,,,
/title/tt13346994/,The Heaven None Missed 3,(2021),TV-14,120 min,"Drama, Romance","Meirose strives to create heaven in her family, with her husband and their two children. One day, Ray, a man from her past, returns and wants to build his lost paradise with Meirose and Akbar.",,,,,,,,,
/title/tt10749948/,Land of Legends,(2021), ,110 min,"Action, Drama, Fantasy",,,,,,,,,,
/title/tt11799764/,Merindu Cahaya de Amstel,(2021), , ,Drama,,,,,,,,,,
/title/tt2231058/,By Deception,(2021), , ,Thriller,A promising novelist finds himself trapped in a terrifying reality as he reckons with the notion that a murderer is in his midst.,,,,,,,,,
/title/tt10704730/,"Prvok, Sampon, Tecka a Karel",(2021), ,118 min,Comedy,Four friends battle their midlife crisis by completing several challenges.,,,,,,,,,
/title/tt14393202/,Na mo Naki Sekai no End Roll,(2021), ,101 min,Drama,"Kida and Makoto share a powerful bond. The former outcasts spend a decade fighting to both the apex of the underworld and legit society so that Makoto can propose to a certain rich woman, which would be an epic scheme to change the world.",,,,,,,,,
/title/tt13479414/,"Gump - pes, který naucil lidi zít",(2021), , ,Family,"A stray dog named Gump is searching for his place in the human world. He wishes to get a companion, but has to endure several challenges along the way.",,,,,,,,,
/title/tt3195548/,Game of Power,(2021), , ,"Crime, Drama, Mystery",,,,,,,,,,
/title/tt4680594/,Vinski and the Invisibility Powder,(2021), , ,"Comedy, Family, Fantasy",,,,,,,,,,
/title/tt14128824/,The Tender Trap,(2021), ,90 min,Drama,"In 2011 the startling news broke around New Zealand that Sharon Armstrong, a middle-aged grandmother and public servant who worked for the Maori Language Commission had been arrested in Argentina with 5kg of cocaine in her suitcase.",,,,,,,,,
/title/tt12621548/,Denícek moderního fotra,(2021), , ,Comedy,,,,,,,,,,
/title/tt10672888/,Burns House,(2021), , ,Horror,"A young woman revisits her childhood home, a place with a long history of violent and unnatural deaths.",,,,,,,,,
/title/tt10560338/,Bhasadbaaz,(2021), ,60 min,"Comedy, Drama",,,,,,,,,,
/title/tt15250664/,1984: Theatrical play,(2021), ,59 min,Drama,,,,,,,,,,
/title/tt13606916/,Gang Gang,(2021), ,129 min,Drama,"Gang Gang is based on the novel by Quanie Cash ""Gang Gang"". A tale of 4 friends involved in the Opium Epidemic in Tennessee.",,,,,,,,,
/title/tt12816738/,Spící mesto,(2021), , ,"Family, Fantasy, Mystery","All the parents suddenly fall asleep, and children have to survive in the world. A thrilling adventure showing what can happen when chaos reigns and children are forced to face the pitfalls of the world on their own.",,,,,,,,,
/title/tt14227272/,Funny Bunny,(2021), ,103 min,Mystery,,,,,,,,,,
/title/tt11491866/,"Gaia, Envoy to the Council of the Fourth Dimension",(2021), , ,"Action, Adventure, Fantasy",A time-traveling guardian must save Earth,,,,,,,,,
/title/tt13911944/,The Marked One,(2021), , ,Horror,,,,,,,,,,
/title/tt15830400/,Life 2.0,(2021), , ,Romance,,,,,,,,,,
/title/tt15881610/,The fall of Usher's house,(2021), ,16 min,"Short, Drama, Fantasy","The main character comes to his childhood friend, not suspecting what awaits him.",,,,,,,,,
/title/tt10886166/,365 Days,(2020),TV-MA,114 min,"Drama, Romance","Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.",,,,,,,,,
/title/tt1051906/,The Invisible Man,(I) (2020),R,124 min,"Drama, Horror, Mystery","When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",,,,,,,,,
/title/tt10362466/,After We Collided,(2020),R,105 min,"Drama, Romance","Based on the 2014 romance novel of the same name, this follows the love life of two young adults.",,,,,,,,,
/title/tt0805647/,The Witches,(2020),PG,106 min,"Adventure, Comedy, Family",A young boy and his grandmother have a run-in with a coven of witches and their leader.,,,,,,,,,
/title/tt9214832/,Emma.,(2020),PG,124 min,"Comedy, Drama, Romance","In 1800s England, a well meaning but selfish young woman meddles in the love lives of her friends.",,,,,,,,,
/title/tt7846844/,Enola Holmes,(2020),PG-13,123 min,"Action, Adventure, Crime","When Enola Holmes-Sherlock's teen sister-discovers her mother missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord.",,,,,,,,,
/title/tt6673612/,Dolittle,(2020),PG,101 min,"Adventure, Comedy, Family",A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.,,,,,,,,,
/title/tt5144174/,The Dry,(2020),R,117 min,"Crime, Drama, Mystery",Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But his return opens a decades-old wound - the unsolved death of a teenage girl.,,,,,,,,,
/title/tt8652818/,Violet Evergarden: The Movie,(2020), ,140 min,"Animation, Drama, Fantasy","After the aftermath of a war, a young girl who was used as a 'tool' for war learned to live. With the scars of burns, she goes back to her past to feel the true feelings of the Major's, ""I love you.""",,,,,,,,,
/title/tt8201852/,You Should Have Left,(2020),R,93 min,"Horror, Thriller","A former banker, his actress wife, and their spirited daughter book a vacation at an isolated modern home in the Welsh countryside where nothing is quite as it seems.",,,,,,,,,
/title/tt2235695/,Rebecca,(I) (2020),PG-13,123 min,"Drama, Mystery, Romance","A young newlywed arrives at her husband's imposing family estate on a windswept English coast and finds herself battling the shadow of his first wife, Rebecca, whose legacy lives on in the house long after her death.",,,,,,,,,
/title/tt9340860/,Let Him Go,(2020),R,113 min,"Crime, Drama, Thriller","A retired sheriff and his wife, grieving over the death of their son, set out to find their only grandson.",,,,,,,,,
/title/tt8629748/,Spenser Confidential,(2020),R,111 min,"Action, Comedy, Crime","When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate, Hawk, to take down criminals.",,,,,,,,,
/title/tt10539608/,The Midnight Sky,(2020),PG-13,118 min,"Drama, Fantasy, Sci-Fi","This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.",,,,,,,,,
/title/tt3907584/,All the Bright Places,(2020),TV-MA,107 min,"Drama, Romance","The story of Violet and Theodore, who meet and change each other's lives forever. As they struggle with the emotional and physical scars of their past, they discover that even the smallest places and moments can mean something.",,,,,,,,,
/title/tt7504726/,The Call of the Wild,(2020),PG,100 min,"Adventure, Drama, Family",A sled dog struggles for survival in the wilds of the Yukon.,,,,,,,,,
/title/tt4532038/,The War with Grandpa,(2020),PG,94 min,"Comedy, Drama, Family","Upset that he has to share the room he loves with his grandfather, Peter decides to declare war in an attempt to get it back.",,,,,,,,,
/title/tt5774062/,Spontaneous,(II) (2020),R,101 min,"Comedy, Horror, Romance","Get ready for the outrageous coming-of-age love story about growing up...and blowing up. When students in their school begin exploding (literally), seniors Mara and Dylan struggle to survive in a world where each moment may be their last.",,,,,,,,,
/title/tt9421200/,A Perfect Enemy,(2020), ,89 min,"Drama, Thriller","A successful architect is approached on his trip to the Paris Airport by a chatty girl. Although the meeting seems fortuitous, soon there be a turn that will transform the encounter into something much more sinister and criminal.",,,,,,,,,
/title/tt7134096/,The Rhythm Section,(2020),R,109 min,"Action, Drama, Mystery",A woman seeks revenge against those who orchestrated a plane crash that killed her family.,,,,,,,,,
/title/tt3089630/,Artemis Fowl,(2020),PG,95 min,"Adventure, Family, Fantasy","Artemis Fowl, a young criminal prodigy, hunts down a secret society of fairies to find his missing father.",,,,,,,,,
/title/tt4106514/,The Postcard Killings,(2020),Not Rated,104 min,"Crime, Drama, Thriller",A New York detective investigates the death of his daughter who was murdered while on her honeymoon in London; he recruits the help of a Scandinavian journalist when other couples throughout Europe suffer a similar fate.,,,,,,,,,
/title/tt8045906/,Words on Bathroom Walls,(2020),PG-13,110 min,"Drama, Romance","Diagnosed with a mental illness halfway through his senior year of high school, a witty, introspective teen struggles to keep it a secret while falling in love with a brilliant classmate who inspires him to not be defined by his condition.",,,,,,,,,
/title/tt2235372/,Son of the South,(2020),PG-13,105 min,"Biography, Drama","The true story of one young white Southerner in the Summer of 1961, caught in a place and time where he had to choose which side he was on.",,,,,,,,,
/title/tt2702920/,The Secret Garden,(2020),PG,99 min,"Drama, Family, Fantasy",An orphaned girl discovers a magical garden hidden at her strict uncle's estate.,,,,,,,,,
/title/tt11316854/,Gabriel's Inferno: Part One,(2020),Not Rated,124 min,Romance,"An intriguing exploration of seduction, forbidden love, and redemption, a captivating and passionate tale of one man's escape from his own personal hell as he tries to earn the impossible: forgiveness and love.",,,,,,,,,
/title/tt7456312/,The Last Thing He Wanted,(2020),R,115 min,"Crime, Drama, Thriller",A veteran D.C. journalist loses the thread of her own narrative when a guilt-propelled errand for her father thrusts her from byline to unwitting subject in the very story she's trying to break. Adapted from Joan Didion's namesake novel.,,,,,,,,,
/title/tt8846176/,Concrete Cowboy,(2020),R,111 min,Drama,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys.",,,,,,,,,
/title/tt8750570/,Sergio,(2020),R,118 min,"Biography, Drama, History",,,,,,,,,,
/title/tt9784456/,The Kissing Booth 2,(2020),TV-14,134 min,"Comedy, Romance","In the sequel to 2018's THE KISSING BOOTH, high school senior Elle juggles a long-distance relationship with her dreamy boyfriend Noah, college applications, and a new friendship with a handsome classmate that could change everything.",,,,,,,,,
/title/tt10457128/,Summer of 85,(2020),Not Rated,101 min,"Drama, Romance","French teenager Alexis's boat capsizes, and he is rescued by David, who ends up as his boyfriend.",,,,,,,,,
/title/tt10151054/,The Quarry,(2020),R,98 min,"Crime, Mystery, Thriller","A drifter (Shea Whigham) kills a traveling preacher and takes his place at a small-town church, but the police chief (Michael Shannon) suspects foul play.",,,,,,,,,
/title/tt7080422/,Dragon Rider,(2020),TV-Y7,91 min,"Animation, Adventure, Comedy",A young silver dragon teams up with a mountain spirit and an orphaned boy on a journey through the Himalayas in search for the Rim of Heaven.,,,,,,,,,
/title/tt8484160/,Black Beauty,(2020),TV-PG,110 min,"Drama, Family",A wild horse and a teenage girl forge an unbreakable bond which keeps them connected for a lifetime.,,,,,,,,,
/title/tt4858674/,Stargirl,(2020),PG,107 min,"Comedy, Drama, Fantasy","An unassuming high schooler finds himself inexplicably drawn to the free-spirited new girl, whose unconventional ways change how they see themselves - and each other.",,,,,,,,,
/title/tt9010738/,Miss Fisher & the Crypt of Tears,(2020),TV-14,101 min,"Adventure, Drama, Mystery","After freeing a young girl from her unjust imprisonment in Jerusalem, Phryne Fisher begins to unravel a mystery concerning priceless emeralds, ancient curses and the truth behind the suspicious disappearance of Shirin's forgotten tribe.",,,,,,,,,
/title/tt8488518/,Bad Therapy,(2020), ,97 min,"Comedy, Drama, Romance","A couple seeks out Judy Small, a marriage counselor; but the counselor is more than what meets the eye.",,,,,,,,,
/title/tt11385336/,Memories of My Father,(2020), ,136 min,"Drama, History",,,,,,,,,,
/title/tt8015444/,Last and First Men,(2020), ,70 min,"Fantasy, Mystery, Sci-Fi","Two billion years ahead of us, a future race of humans finds itself on the verge of extinction. Almost all that is left in the world are lone and surreal monuments, beaming their message into the wilderness.",,,,,,,,,
/title/tt9747594/,Beasts Clawing at Straws,(2020), ,108 min,"Crime, Drama, Thriller","A struggling restaurant owner, caring for his sick mom, finds a bag of cash in a sauna locker, while a customs officer gets into trouble when his girlfriend runs off with money he borrowed from a loan shark.",,,,,,,,,
/title/tt6470924/,Berlin Alexanderplatz,(2020), ,183 min,Drama,"A man from Guinea-Bissau moves to Germany, where he is befriended by a drug dealer and two women.",,,,,,,,,
/title/tt5917226/,Turncoat,(2020), ,173 min,"Drama, History, War","1944. Walter Proska is a young Wehrmacht soldier who begins to question the purpose of the war, who the real enemy is and whether his real duty should be to his fatherland or his own conscience.",,,,,,,,,
/title/tt13535454/,Gabriel's Inferno: Part Two,(2020),TV-14,106 min,Romance,Professor Emerson learns the truth about Julia but his realization comes too late. Julia is done waiting for him to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?,,,,,,,,,
/title/tt13535456/,Gabriel's Inferno: Part Three,(2020),R,102 min,Romance,"Someone dark returns from Julia's past with bad intentions. Gabriel has secrets he needs to share, but worries that he'll lose everything if he does. Will their relationship weather the test of secrets revealed?",,,,,,,,,
/title/tt9288726/,Mama Weed,(2020), ,104 min,"Comedy, Crime, Drama",A translator working for the police gets involved in the other side of drug dealing.,,,,,,,,,
/title/tt8997712/,Broil,(2020),TV-14,90 min,"Fantasy, Horror, Thriller",Broil follows a dysfunctional family vying to control the future of their wealth.,,,,,,,,,
/title/tt10914712/,Romance Doll,(2020), ,123 min,"Drama, Romance",,,,,,,,,,
/title/tt12105554/,The Speech,(2020), ,87 min,Comedy,A recently dumped man awaits a reconciliation text message from his ex during a seemingly never-ending family dinner.,,,,,,,,,
/title/tt9310328/,Altered Carbon: Resleeved,(2020),TV-MA,74 min,"Animation, Action, Crime","On the planet Latimer, reawakened Takeshi Kovacs must protect a teenage tattooist named Holly while investigating the death of a yakuza boss alongside Gina, a strangely familiar no-nonsense CTAC agent.",,,,,,,,,
/title/tt9850344/,Night Shift,(2020),PG-13,98 min,"Crime, Drama","Three officers are tasked with escorting an illegal immigrant to Charles de Gaulle airport, where he will be forced onto a plane and sent back to his homeland. But when they find out about the truth, they have to make a difficult choice.",,,,,,,,,
/title/tt5827790/,Unknown Origins,(2020),TV-MA,96 min,"Action, Adventure, Crime","Madrid, 2019. A serial killer is spreading chaos. Anonymous people with no apparent connection are being murdered while imitating the first appearances of the most famous superheroes.",,,,,,,,,
/title/tt9318772/,Fukushima 50,(2020), ,122 min,"Action, Drama",Workers at the Fukushima Daiichi facility in Japan risk their lives and stay at the nuclear power plant to prevent total destruction after the region is devastated by an earthquake an tsunami in 2011.,,,,,,,,,
/title/tt6986698/,The Crickets Dance,(2020), , ,"Crime, Drama, History",Southern attorney Angie Lawrence searches of the rightful owner of a journal recovered from an antebellum home she inherited. The journal is full of mystery and history that just may lead her to the future she has always dreamed of.,,,,,,,,,
